year,month,artist,title,weeks,rank
2022,6,Post Malone Featuring Roddy Ricch,Cooped Up,2,42
2022,6,Jason Aldean,Trouble With A Heartbreak,10,43
2022,6,Karol G,Provenza,5,44
2022,6,Cody Johnson,'Til You Can't,33,45
2022,6,Becky G X Karol G,MAMIII,15,46
2022,6,Parmalee,Take My Name,8,47
2022,6,Kendrick Lamar & Kodak Black,Silent Hill,2,48
2022,6,Bad Bunny & Bomba Estereo,Ojitos Lindos,3,49
2022,6,Walker Hayes,AA,20,50
2022,6,The Kid LAROI,Thousand Miles,5,51
2022,6,Lil Baby,In A Minute,7,52
2022,6,JNR CHOI & Sam Tompkins,To The Moon!,13,53
2022,6,Bad Bunny & Jhay Cortez,Tarot,3,54
2022,6,Bad Bunny,Un Ratito,3,55
2022,6,Scotty McCreery,Damn Strait,8,56
2022,6,Doja Cat,Get Into It (Yuh),25,57
2022,6,Quavo & Takeoff,Hotel Lobby (Unc And Phew),1,58
2022,6,Tate McRae,She's All I Wanna Be,16,59
2022,6,Kendrick Lamar,Rich Spirit,2,60
2022,6,Morgan Wallen,Thought You Should Know,3,61
2022,6,Bad Bunny,Efecto,3,62
2022,6,Ed Sheeran Featuring Lil Baby,2step,5,63
2022,6,Bailey Zimmerman,Fall In Love,4,64
2022,6,Thomas Rhett,Slow Down Summer,14,65
2022,6,Shawn Mendes,When You're Gone,8,66
2022,6,Cole Swindell / Lainey Wilson,Never Say Never,19,67
2022,6,Lil Durk Featuring Gunna,What Happened To Virgil,11,68
2022,6,Bad Bunny,Yo No Soy Celoso,3,69
2022,6,Lil Baby,Right On,7,70
2022,6,Tyga X Doja Cat,Freaky Deaky,13,71
2022,6,Kendrick Lamar Featuring Sampha,Father Time,2,72
2022,6,Kane Brown,Like I Love Country Music,1,73
2022,6,Miranda Lambert,If I Was A Cowboy,17,74
2022,6,Jack Harlow,Dua Lipa,3,75
2022,6,Bad Bunny,Neverita,3,76
2022,6,Kendrick Lamar,Count Me Out,2,77
2022,6,Kendrick Lamar,United In Grief,2,78
2022,6,Bad Bunny & Tony Dize,La Corriente,3,79
2022,6,"Nardo Wick, Lil Baby & Future",Me Or Sum,20,80
2022,6,ERNEST Featuring Morgan Wallen,Flower Shops,18,81
2022,6,Future Featuring Drake,I'm On One,4,82
2022,6,Future,Love You Better,4,83
2022,6,Gunna & Future Featuring Young Thug,Pushin P,20,84
2022,6,Lady Gaga,Hold My Hand,3,85
2022,6,Bad Bunny & Buscabulla,Andrea,3,86
2022,6,Maren Morris,Circles Around This Town,18,87
2022,6,Carly Pearce & Ashley McBryde,Never Wanted To Be That Girl,20,88
2022,6,Russell Dickerson & Jake Scott,She Likes It,8,89
2022,6,Summer Walker & SZA,No Love,20,90
2022,6,"Kendrick Lamar, Baby Keem, & Sam Dew",Savior,2,91
2022,6,Nate Smith,Whiskey On You,2,92
2022,6,Bad Bunny,Aguacero,3,93
2022,6,Bad Bunny,Un Coco,3,94
2022,6,Bad Bunny & The Marias,Otro Atardecer,3,95
2022,6,Kendrick Lamar & Taylour Paige,We Cry Together,2,96
2022,6,Bad Bunny,Dos Mil 16,3,97
2022,6,Ella Mai,DFMU,1,98
2022,6,Queen Naija & Big Sean,Hate Our Love,5,99
2022,7,Drake Featuring 21 Savage,Jimmy Cooks,1,0
2022,7,Harry Styles,As It Was,12,1
2022,7,Jack Harlow,First Class,11,2
2022,7,Future Featuring Drake & Tems,Wait For U,8,3
2022,7,Lizzo,About Damn Time,10,4
2022,7,Drake,Sticky,1,5
2022,7,Drake,Falling Back,1,6
2022,7,Joji,Glimpse Of Us,2,7
2022,7,Kate Bush,Running Up That Hill (A Deal With God),24,8
2022,7,Glass Animals,Heat Waves,75,9
2022,7,Bad Bunny & Chencho Corleone,Me Porto Bonito,7,10
2022,7,Latto,Big Energy,35,11
2022,7,Drake,Texts Go Green,1,12
2022,7,Drake,Massive,1,13
2022,7,Beyonce,Break My Soul,1,14
2022,7,Bad Bunny,Titi Me Pregunto,7,15
2022,7,Morgan Wallen,Wasted On You,32,16
2022,7,Luke Combs,The Kind Of Love We Make,1,17
2022,7,The Kid LAROI & Justin Bieber,Stay,50,18
2022,7,Drake,Calling My Name,1,19
2022,7,Drake,A Keeper,1,20
2022,7,Post Malone Featuring Doja Cat,I Like You (A Happier Song),3,21
2022,7,Drake,Currents,1,22
2022,7,Harry Styles,Late Night Talking,5,23
2022,7,Dove Cameron,Boyfriend,19,24
2022,7,Justin Bieber,Ghost,39,25
2022,7,Em Beihold,Numb Little Bug,21,26
2022,7,Drake,Flight's Booked,1,27
2022,7,Ed Sheeran,Bad Habits,52,28
2022,7,Imagine Dragons X JID,Enemy,31,29
2022,7,Doja Cat,Get Into It (Yuh),29,30
2022,7,Bad Bunny,Moscow Mule,7,31
2022,7,Nicky Youre & dazy,Sunroof,4,32
2022,7,Doja Cat,Woman,47,33
2022,7,Elton John & Dua Lipa,Cold Heart (PNAU Remix),42,34
2022,7,Camila Cabello Featuring Ed Sheeran,Bam Bam,16,35
2022,7,Lil Nas X,Thats What I Want,40,36
2022,7,Kodak Black,Super Gremlin,33,37
2022,7,Ed Sheeran,Shivers,41,38
2022,7,Karol G,Provenza,9,39
2022,7,Morgan Wallen,You Proof,6,40
2022,7,Drake,Overdrive,1,41
2022,7,Parmalee,Take My Name,12,42
2022,7,Megan Thee Stallion & Dua Lipa,Sweetest Pie,15,43
2022,7,Bad Bunny,Efecto,7,44
2022,7,Kane Brown,Like I Love Country Music,5,45
2022,7,Drake,Liability,1,46
2022,7,Walker Hayes,AA,24,47
2022,7,The Kid LAROI,Thousand Miles,9,48
2022,7,Zach Bryan,Something In The Orange,9,49
2022,7,Bad Bunny & Rauw Alejandro,Party,7,50
2022,7,"Lil Baby, 42 Dugg & Veeze",U-Digg,1,51
2022,7,Bad Bunny,Despues de La Playa,7,52
2022,7,Jason Aldean,Trouble With A Heartbreak,14,53
2022,7,Post Malone Featuring Roddy Ricch,Cooped Up,6,54
2022,7,Ed Sheeran Featuring Lil Baby,2step,9,55
2022,7,Bad Bunny & Bomba Estereo,Ojitos Lindos,7,56
2022,7,Future,Puffin On Zootiez,8,57
2022,7,Scotty McCreery,Damn Strait,12,58
2022,7,Bailey Zimmerman,Fall In Love,8,59
2022,7,Lady Gaga,Hold My Hand,7,60
2022,7,Drake,Down Hill,1,61
2022,7,Lil Baby,In A Minute,11,62
2022,7,Becky G X Karol G,MAMIII,19,63
2022,7,SleazyWorld Go Featuring Lil Baby,Sleazy Flow,4,64
2022,7,Drake,Tie That Binds,1,65
2022,7,Doja Cat,Vegas,3,66
2022,7,BTS,Yet To Come,2,67
2022,7,Shawn Mendes,When You're Gone,12,68
2022,7,Lil Durk Featuring Gunna,What Happened To Virgil,15,69
2022,7,Kendrick Lamar & Kodak Black,Silent Hill,6,70
2022,7,Bailey Zimmerman,Rock And A Hard Place,2,71
2022,7,"Pharrell Williams Featuring 21 Savage & Tyler, The Creator",Cash In Cash Out,2,72
2022,7,JNR CHOI & Sam Tompkins,To The Moon!,17,73
2022,7,Bad Bunny & Jhay Cortez,Tarot,7,74
2022,7,Cole Swindell,She Had Me At Heads Carolina,4,75
2022,7,Russell Dickerson & Jake Scott,She Likes It,12,76
2022,7,OneRepublic,I Ain't Worried,2,77
2022,7,ERNEST Featuring Morgan Wallen,Flower Shops,22,78
2022,7,Carrie Underwood,Ghost Story,5,79
2022,7,Shakira & Rauw Alejandro,Te Felicito,3,80
2022,7,Quavo & Takeoff,Hotel Lobby (Unc And Phew),5,81
2022,7,Harry Styles,Music For A Sushi Restaurant,5,82
2022,7,Bad Bunny,Un Ratito,7,83
2022,7,Jon Pardi,Last Night Lonely,4,84
2022,7,Morgan Wallen,Thought You Should Know,7,85
2022,7,Halsey,So Good,2,86
2022,7,Tyler Hubbard,5 Foot 9,2,87
2022,7,Corey Kent,Wild As Her,1,88
2022,7,Lil Baby,Right On,11,89
2022,7,Maren Morris,Circles Around This Town,22,90
2022,7,Luke Combs,Tomorrow Me,3,91
2022,7,Tim McGraw,7500 OBO,4,92
2022,7,Sleepy Hallow Featuring 347aidan,Die Young,4,93
2022,7,Hitkidd & GloRilla,F.N.F. (Let's Go),4,94
2022,7,Kendrick Lamar,N95,6,95
2022,7,Sam Smith,Love Me More,3,96
2022,7,Dylan Scott,New Truck,2,97
2022,7,Tate McRae,She's All I Wanna Be,20,98
2022,7,Rauw Alejandro & Chencho Corleone,Desesperados,6,99
2022,8,Lizzo,About Damn Time,15,0
2022,8,Harry Styles,As It Was,17,1
2022,8,Kate Bush,Running Up That Hill (A Deal With God),29,2
2022,8,Jack Harlow,First Class,16,3
2022,8,Future Featuring Drake & Tems,Wait For U,13,4
2022,8,Beyonce,Break My Soul,6,5
2022,8,Harry Styles,Late Night Talking,10,6
2022,8,Bad Bunny & Chencho Corleone,Me Porto Bonito,12,7
2022,8,Post Malone Featuring Doja Cat,I Like You (A Happier Song),8,8
2022,8,Glass Animals,Heat Waves,80,9
2022,8,Steve Lacy,Bad Habit,4,10
2022,8,Nicky Youre & dazy,Sunroof,9,11
2022,8,Latto,Big Energy,40,12
2022,8,Morgan Wallen,Wasted On You,37,13
2022,8,Drake Featuring 21 Savage,Jimmy Cooks,6,14
2022,8,Bad Bunny,Titi Me Pregunto,12,15
2022,8,Luke Combs,The Kind Of Love We Make,6,16
2022,8,The Kid LAROI & Justin Bieber,Stay,55,17
2022,8,Em Beihold,Numb Little Bug,26,18
2022,8,Justin Bieber,Ghost,44,19
2022,8,Joji,Glimpse Of Us,7,20
2022,8,Morgan Wallen,You Proof,11,21
2022,8,Doja Cat,Get Into It (Yuh),34,22
2022,8,OneRepublic,I Ain't Worried,7,23
2022,8,Cole Swindell,She Had Me At Heads Carolina,9,24
2022,8,Bad Bunny,Moscow Mule,12,25
2022,8,Ed Sheeran,Shivers,46,26
2022,8,Doja Cat,Vegas,8,27
2022,8,Elton John & Dua Lipa,Cold Heart (PNAU Remix),47,28
2022,8,Kane Brown,Like I Love Country Music,10,29
2022,8,Lil Baby,In A Minute,16,30
2022,8,Scotty McCreery,Damn Strait,17,31
2022,8,Bailey Zimmerman,Rock And A Hard Place,7,32
2022,8,Karol G,Provenza,14,33
2022,8,Dove Cameron,Boyfriend,24,34
2022,8,Drake,Sticky,6,35
2022,8,Bailey Zimmerman,Fall In Love,13,36
2022,8,Imagine Dragons X JID,Enemy,36,37
2022,8,Kodak Black,Super Gremlin,38,38
2022,8,Jon Pardi,Last Night Lonely,9,39
2022,8,Zach Bryan,Something In The Orange,14,40
2022,8,Lil Nas X,Thats What I Want,45,41
2022,8,Doja Cat,Woman,52,42
2022,8,Bad Bunny,Efecto,12,43
2022,8,"Cardi B, Ye & Lil Durk",Hot Shit,4,44
2022,8,Parmalee,Take My Name,17,45
2022,8,Charlie Puth Featuring Jung Kook,Left And Right,5,46
2022,8,Tyler Hubbard,5 Foot 9,7,47
2022,8,Megan Thee Stallion & Dua Lipa,Sweetest Pie,20,48
2022,8,The Kid LAROI,Thousand Miles,14,49
2022,8,Lil Durk Featuring Gunna,What Happened To Virgil,20,50
2022,8,Billie Eilish,TV,1,51
2022,8,SleazyWorld Go Featuring Lil Baby,Sleazy Flow,9,52
2022,8,Bad Bunny & Rauw Alejandro,Party,12,53
2022,8,Megan Thee Stallion Featuring Future,Pressurelicious,1,54
2022,8,Jelly Roll,Son Of A Sinner,4,55
2022,8,Post Malone Featuring Roddy Ricch,Cooped Up,11,56
2022,8,Bad Bunny,Despues de La Playa,12,57
2022,8,Yung Gravy,Betty (Get Money),3,58
2022,8,Marshmello & Khalid,Numb,4,59
2022,8,Ingrid Andress With Sam Hunt,Wishful Drinking,4,60
2022,8,Halsey,So Good,7,61
2022,8,Jason Aldean,Trouble With A Heartbreak,19,62
2022,8,Bad Bunny & Bomba Estereo,Ojitos Lindos,12,63
2022,8,John Rich,Progress,1,64
2022,8,Hitkidd & GloRilla,F.N.F. (Let's Go),9,65
2022,8,Dylan Scott,New Truck,7,66
2022,8,Ed Sheeran Featuring Lil Baby,2step,14,67
2022,8,Future,Puffin On Zootiez,13,68
2022,8,Burna Boy,Last Last,3,69
2022,8,Nate Smith,Whiskey On You,6,70
2022,8,Jake Owen,Best Thing Since Backroads,3,71
2022,8,Bad Bunny & Jhay Cortez,Tarot,12,72
2022,8,Sia,Unstoppable,4,73
2022,8,Corey Kent,Wild As Her,6,74
2022,8,Quavo & Takeoff,Hotel Lobby (Unc And Phew),10,75
2022,8,Tems,Free Mind,2,76
2022,8,Carrie Underwood,Ghost Story,10,77
2022,8,Billie Eilish,The 30th,1,78
2022,8,Imagine Dragons,Bones,10,79
2022,8,Drake,Massive,6,80
2022,8,Mitchell Tenpenny,Truth About You,2,81
2022,8,Russell Dickerson & Jake Scott,She Likes It,17,82
2022,8,Sam Smith,Love Me More,8,83
2022,8,Morgan Wallen,Thought You Should Know,12,84
2022,8,Chris Young With Mitchell Tenpenny,At The End Of A Bar,2,85
2022,8,Kendrick Lamar & Kodak Black,Silent Hill,11,86
2022,8,Stephen Sanchez,Until I Found You,4,87
2022,8,Moneybagg Yo,See Wat I'm Sayin,3,88
2022,8,Justin Moore,With A Woman You Love,1,89
2022,8,Mac Miller,Love Lost,1,90
2022,8,Megan Thee Stallion,Plan B,9,91
2022,8,Bad Bunny,Un Ratito,12,92
2022,8,YoungBoy Never Broke Again,Vette Motors,1,93
2022,8,"Pharrell Williams Featuring 21 Savage & Tyler, The Creator",Cash In Cash Out,7,94
2022,8,Shakira & Rauw Alejandro,Te Felicito,8,95
2022,8,Russ & Ed Sheeran,Are You Entertained,1,96
2022,8,Bizarrap & Quevedo,"Bzrp Music Sessions, Vol. 52",1,97
2022,8,Lil Baby,Right On,15,98
2022,8,Bad Bunny & Tony Dize,La Corriente,9,99
2022,9,Harry Styles,As It Was,21,0
2022,9,Lizzo,About Damn Time,19,1
2022,9,Steve Lacy,Bad Habit,8,2
2022,9,Kate Bush,Running Up That Hill (A Deal With God),33,3
2022,9,Beyonce,Break My Soul,10,4
2022,9,Nicky Youre & dazy,Sunroof,13,5
2022,9,Nicki Minaj,Super Freaky Girl,2,6
2022,9,Future Featuring Drake & Tems,Wait For U,17,7
2022,9,Bad Bunny & Chencho Corleone,Me Porto Bonito,16,8
2022,9,Post Malone Featuring Doja Cat,I Like You (A Happier Song),12,9
2022,9,Harry Styles,Late Night Talking,14,10
2022,9,OneRepublic,I Ain't Worried,11,11
2022,9,Morgan Wallen,You Proof,15,12
2022,9,Bad Bunny,Titi Me Pregunto,16,13
2022,9,Luke Combs,The Kind Of Love We Make,10,14
2022,9,Jack Harlow,First Class,20,15
2022,9,Glass Animals,Heat Waves,84,16
2022,9,Cole Swindell,She Had Me At Heads Carolina,13,17
2022,9,Morgan Wallen,Wasted On You,41,18
2022,9,Drake Featuring 21 Savage,Jimmy Cooks,10,19
2022,9,The Kid LAROI & Justin Bieber,Stay,59,20
2022,9,BLACKPINK,Pink Venom,1,21
2022,9,Doja Cat,Vegas,12,22
2022,9,Tyler Hubbard,5 Foot 9,11,23
2022,9,Bad Bunny,Moscow Mule,16,24
2022,9,Joji,Glimpse Of Us,11,25
2022,9,DJ Khaled Featuring Drake & Lil Baby,Staying Alive,3,26
2022,9,Latto,Big Energy,44,27
2022,9,Bailey Zimmerman,Rock And A Hard Place,11,28
2022,9,Justin Bieber,Ghost,48,29
2022,9,Ed Sheeran,Shivers,50,30
2022,9,Bailey Zimmerman,Where It Ends,1,31
2022,9,Lil Baby,In A Minute,20,32
2022,9,Jon Pardi,Last Night Lonely,13,33
2022,9,Bad Bunny,Efecto,16,34
2022,9,Elton John & Dua Lipa,Cold Heart (PNAU Remix),51,35
2022,9,Kane Brown,Like I Love Country Music,14,36
2022,9,Bailey Zimmerman,Fall In Love,17,37
2022,9,Yung Gravy,Betty (Get Money),7,38
2022,9,Jelly Roll,Son Of A Sinner,8,39
2022,9,Em Beihold,Numb Little Bug,30,40
2022,9,Zach Bryan,Something In The Orange,18,41
2022,9,Karol G,Provenza,18,42
2022,9,Charlie Puth Featuring Jung Kook,Left And Right,9,43
2022,9,Marshmello & Khalid,Numb,8,44
2022,9,Drake,Sticky,10,45
2022,9,Rod Wave,Alone,2,46
2022,9,Nardo Wick,Dah Dah DahDah,4,47
2022,9,"Cardi B, Ye & Lil Durk",Hot Shit,8,48
2022,9,Kodak Black,Super Gremlin,42,49
2022,9,Imagine Dragons,Bones,14,50
2022,9,Jax,Victoria's Secret,4,51
2022,9,SleazyWorld Go Featuring Lil Baby,Sleazy Flow,13,52
2022,9,Halsey,So Good,11,53
2022,9,Sia,Unstoppable,8,54
2022,9,Tems,Free Mind,6,55
2022,9,Bad Bunny & Rauw Alejandro,Party,16,56
2022,9,Hitkidd & GloRilla,F.N.F. (Let's Go),13,57
2022,9,Bad Bunny & Bomba Estereo,Ojitos Lindos,16,58
2022,9,"benny blanco, BTS & Snoop Dogg",Bad Decisions,3,59
2022,9,Bad Bunny,Despues de La Playa,16,60
2022,9,Ingrid Andress With Sam Hunt,Wishful Drinking,8,61
2022,9,Burna Boy,Last Last,7,62
2022,9,Justin Moore,With A Woman You Love,5,63
2022,9,Mitchell Tenpenny,Truth About You,6,64
2022,9,Nate Smith,Whiskey On You,10,65
2022,9,Rosalia,Despecha,3,66
2022,9,Bad Bunny & Jhay Cortez,Tarot,16,67
2022,9,Gabby Barrett,Pick Me Up,5,68
2022,9,Beyonce,Alien Superstar,4,69
2022,9,The Weeknd & Ariana Grande,Die For You,4,70
2022,9,Bad Bunny,Neverita,7,71
2022,9,Russell Dickerson & Jake Scott,She Likes It,21,72
2022,9,Carrie Underwood,Ghost Story,14,73
2022,9,Chris Young With Mitchell Tenpenny,At The End Of A Bar,6,74
2022,9,Stephen Sanchez,Until I Found You,8,75
2022,9,Future,Puffin On Zootiez,17,76
2022,9,Rod Wave Featuring Jack Harlow,Yungen,2,77
2022,9,Brent Faiyaz,All Mine,3,78
2022,9,Quavo & Takeoff,Hotel Lobby (Unc And Phew),13,79
2022,9,Morgan Wallen,Thought You Should Know,16,80
2022,9,Bizarrap & Quevedo,"Bzrp Music Sessions, Vol. 52",3,81
2022,9,Post Malone Featuring Roddy Ricch,Cooped Up,15,82
2022,9,Corey Kent,Wild As Her,8,83
2022,9,Luke Bryan,Country On,2,84
2022,9,Jordan Davis,What My World Spins Around,2,85
2022,9,Bad Bunny & Tony Dize,La Corriente,13,86
2022,9,Offset,54321,1,87
2022,9,Bad Bunny,Un Ratito,16,88
2022,9,Jackson Dean,Don't Come Lookin',1,89
2022,9,Beyonce,Cuff It,4,90
2022,9,Thomas Rhett Featuring Riley Green,Half Of Me,1,91
2022,9,Harry Styles,Music For A Sushi Restaurant,7,92
2022,9,Rod Wave,Sweet Little Lies,2,93
2022,9,Lizzo,2 Be Loved (Am I Ready),2,94
2022,9,Demi Lovato,29,1,95
2022,9,Rosa Linn,Snap,1,96
2022,9,YoungBoy Never Broke Again,Vette Motors,3,97
2022,9,Lee Brice,Soul,1,98
2022,9,Manuel Turizo,La Bachata,1,99
2022,10,Harry Styles,As It Was,25,0
2022,10,Steve Lacy,Bad Habit,12,1
2022,10,Post Malone Featuring Doja Cat,I Like You (A Happier Song),16,2
2022,10,Nicky Youre & dazy,Sunroof,17,3
2022,10,Nicki Minaj,Super Freaky Girl,6,4
2022,10,Morgan Wallen,You Proof,19,5
2022,10,OneRepublic,I Ain't Worried,15,6
2022,10,Luke Combs,The Kind Of Love We Make,14,7
2022,10,Lizzo,About Damn Time,23,8
2022,10,Future Featuring Drake & Tems,Wait For U,21,9
2022,10,Harry Styles,Late Night Talking,18,10
2022,10,Bad Bunny & Chencho Corleone,Me Porto Bonito,20,11
2022,10,Bad Bunny,Titi Me Pregunto,20,12
2022,10,Doja Cat,Vegas,16,13
2022,10,Morgan Wallen,Wasted On You,45,14
2022,10,Cole Swindell,She Had Me At Heads Carolina,17,15
2022,10,Glass Animals,Heat Waves,88,16
2022,10,Drake Featuring 21 Savage,Jimmy Cooks,14,17
2022,10,Kate Bush,Running Up That Hill (A Deal With God),37,18
2022,10,Jack Harlow,First Class,24,19
2022,10,Zach Bryan,Something In The Orange,22,20
2022,10,Tyler Hubbard,5 Foot 9,15,21
2022,10,The Kid LAROI & Justin Bieber,Stay,63,22
2022,10,David Guetta & Bebe Rexha,I'm Good (Blue),4,23
2022,10,BLACKPINK,Shut Down,1,24
2022,10,Beyonce,Break My Soul,14,25
2022,10,Joji,Glimpse Of Us,15,26
2022,10,Elton John & Britney Spears,Hold Me Closer,4,27
2022,10,Chris Brown,Under The Influence,2,28
2022,10,Kane Brown With Katelyn Brown,Thank God,2,29
2022,10,Bad Bunny,Moscow Mule,20,30
2022,10,Bailey Zimmerman,Fall In Love,21,31
2022,10,Yung Gravy,Betty (Get Money),11,32
2022,10,d4vd,Romantic Homicide,3,33
2022,10,Lil Baby,In A Minute,24,34
2022,10,Justin Bieber,Ghost,52,35
2022,10,Bailey Zimmerman,Rock And A Hard Place,15,36
2022,10,Sia,Unstoppable,12,37
2022,10,Jelly Roll,Son Of A Sinner,12,38
2022,10,Latto,Big Energy,48,39
2022,10,Jon Pardi,Last Night Lonely,17,40
2022,10,DJ Khaled Featuring Drake & Lil Baby,Staying Alive,7,41
2022,10,Hitkidd & GloRilla,F.N.F. (Let's Go),17,42
2022,10,Charlie Puth Featuring Jung Kook,Left And Right,13,43
2022,10,Marshmello & Khalid,Numb,12,44
2022,10,The Weeknd & Ariana Grande,Die For You,8,45
2022,10,Bad Bunny,Efecto,20,46
2022,10,Jax,Victoria's Secret,8,47
2022,10,Imagine Dragons,Bones,18,48
2022,10,Nate Smith,Whiskey On You,14,49
2022,10,Burna Boy,Last Last,11,50
2022,10,Tems,Free Mind,10,51
2022,10,Halsey,So Good,15,52
2022,10,Ingrid Andress With Sam Hunt,Wishful Drinking,12,53
2022,10,SleazyWorld Go Featuring Lil Baby,Sleazy Flow,17,54
2022,10,JVKE,Golden Hour,4,55
2022,10,BLACKPINK,Pink Venom,5,56
2022,10,Karol G x Maldy,Gatubela,4,57
2022,10,Stephen Sanchez,Until I Found You,12,58
2022,10,Jackson Dean,Don't Come Lookin',4,59
2022,10,Beyonce,Cuff It,6,60
2022,10,Omar Apollo,Evergreen,1,61
2022,10,YoungBoy Never Broke Again,Put It On Me,2,62
2022,10,Mitchell Tenpenny,Truth About You,10,63
2022,10,Rosalia,Despecha,7,64
2022,10,Nardo Wick,Dah Dah DahDah,8,65
2022,10,Bad Bunny & Rauw Alejandro,Party,20,66
2022,10,Lizzo,2 Be Loved (Am I Ready),6,67
2022,10,Armani White,Billie Eilish.,2,68
2022,10,Bad Bunny & Bomba Estereo,Ojitos Lindos,20,69
2022,10,Lil Baby,Freestyle,2,70
2022,10,Brent Faiyaz,All Mine,7,71
2022,10,Jordan Davis,What My World Spins Around,6,72
2022,10,Bad Bunny,Neverita,11,73
2022,10,Thomas Rhett Featuring Riley Green,Half Of Me,5,74
2022,10,Russell Dickerson & Jake Scott,She Likes It,25,75
2022,10,Yeat,Talk,3,76
2022,10,Carrie Underwood,Ghost Story,18,77
2022,10,Harry Styles,Music For A Sushi Restaurant,10,78
2022,10,HARDY Featuring Lainey Wilson,Wait In The Truck,3,79
2022,10,Bad Bunny,Despues de La Playa,20,80
2022,10,Steve Lacy,Static,3,81
2022,10,Kane Brown,Like I Love Country Music,18,82
2022,10,Lil Baby,Detox,3,83
2022,10,Manuel Turizo,La Bachata,5,84
2022,10,Justin Moore,With A Woman You Love,9,85
2022,10,Luke Bryan,Country On,5,86
2022,10,Rema & Selena Gomez,Calm Down,3,87
2022,10,Bad Bunny & Jhay Cortez,Tarot,20,88
2022,10,Gabby Barrett,Pick Me Up,8,89
2022,10,Little Big Town,Hell Yeah,1,90
2022,10,Corey Kent,Wild As Her,9,91
2022,10,BLEU & Nicki Minaj,Love In The Way,1,92
2022,10,"Cardi B, Ye & Lil Durk",Hot Shit,12,93
2022,10,Steve Lacy,Dark Red,1,94
2022,10,Morgan Wallen,Thought You Should Know,20,95
2022,10,Bailey Zimmerman,Where It Ends,5,96
2022,10,EST Gee Featuring Jack Harlow,Backstage Passes,1,97
2022,10,Rosa Linn,Snap,4,98
2022,10,Lil Tjay,Beat The Odds,4,99
2022,11,Taylor Swift,Anti-Hero,1,0
2022,11,Taylor Swift,Lavender Haze,1,1
2022,11,Taylor Swift,Maroon,1,2
2022,11,Taylor Swift Featuring Lana Del Rey,Snow On The Beach,1,3
2022,11,Taylor Swift,Midnight Rain,1,4
2022,11,Taylor Swift,Bejeweled,1,5
2022,11,Taylor Swift,Question...?,1,6
2022,11,Taylor Swift,"You're On Your Own, Kid",1,7
2022,11,Taylor Swift Featuring Ice Spice,Karma,1,8
2022,11,Taylor Swift,Vigilante Shit,1,9
2022,11,Sam Smith & Kim Petras,Unholy,5,10
2022,11,Steve Lacy,Bad Habit,17,11
2022,11,Taylor Swift,Mastermind,1,12
2022,11,Taylor Swift,Labyrinth,1,13
2022,11,Taylor Swift,Sweet Nothing,1,14
2022,11,Harry Styles,As It Was,30,15
2022,11,Post Malone Featuring Doja Cat,I Like You (A Happier Song),21,16
2022,11,OneRepublic,I Ain't Worried,20,17
2022,11,Morgan Wallen,You Proof,24,18
2022,11,Taylor Swift,"Would've, Could've, Should've",1,19
2022,11,Taylor Swift,Bigger Than The Whole Sky,1,20
2022,11,Nicki Minaj,Super Freaky Girl,11,21
2022,11,Nicky Youre & dazy,Sunroof,22,22
2022,11,David Guetta & Bebe Rexha,I'm Good (Blue),9,23
2022,11,Chris Brown,Under The Influence,7,24
2022,11,Taylor Swift,The Great War,1,25
2022,11,Doja Cat,Vegas,21,26
2022,11,Zach Bryan,Something In The Orange,27,27
2022,11,Morgan Wallen,Wasted On You,50,28
2022,11,Drake Featuring 21 Savage,Jimmy Cooks,19,29
2022,11,Future Featuring Drake & Tems,Wait For U,26,30
2022,11,Taylor Swift,Paris,1,31
2022,11,Taylor Swift,High Infidelity,1,32
2022,11,GloRilla & Cardi B,Tomorrow 2,5,33
2022,11,Bad Bunny,Titi Me Pregunto,25,34
2022,11,Lizzo,About Damn Time,28,35
2022,11,Luke Combs,The Kind Of Love We Make,19,36
2022,11,Harry Styles,Late Night Talking,23,37
2022,11,Beyonce,Cuff It,11,38
2022,11,Cole Swindell,She Had Me At Heads Carolina,22,39
2022,11,Taylor Swift,Glitch,1,40
2022,11,Bad Bunny & Chencho Corleone,Me Porto Bonito,25,41
2022,11,The Weeknd & Ariana Grande,Die For You,13,42
2022,11,Lil Baby,California Breeze,2,43
2022,11,Taylor Swift,Dear Reader,1,44
2022,11,Lil Baby Featuring Fridayy,Forever,2,45
2022,11,Elton John & Britney Spears,Hold Me Closer,9,46
2022,11,Lil Uzi Vert,Just Wanna Rock,2,47
2022,11,Tyler Hubbard,5 Foot 9,20,48
2022,11,Sia,Unstoppable,17,49
2022,11,Kane Brown With Katelyn Brown,Thank God,7,50
2022,11,Bailey Zimmerman,Fall In Love,26,51
2022,11,Bailey Zimmerman,Rock And A Hard Place,20,52
2022,11,JVKE,Golden Hour,9,53
2022,11,Lil Baby,Heyy,3,54
2022,11,Thomas Rhett Featuring Riley Green,Half Of Me,10,55
2022,11,Stephen Sanchez,Until I Found You,17,56
2022,11,Jax,Victoria's Secret,13,57
2022,11,Jelly Roll,Son Of A Sinner,17,58
2022,11,Lil Nas X,Star Walkin' (League Of Legends Worlds Anthem),5,59
2022,11,d4vd,Romantic Homicide,8,60
2022,11,Jordan Davis,What My World Spins Around,11,61
2022,11,Lil Baby,Real Spill,2,62
2022,11,Jackson Dean,Don't Come Lookin',9,63
2022,11,Shakira + Ozuna,Monotonia,1,64
2022,11,Lil Baby,Stand On It,2,65
